employer,employer_rating,sector,industry,employer_founded,employer_revenue,job_title,location,min_salary,max_salary,average_base_salary,estimator
Itemize Corp.,3.8,Information Technology,Computer Hardware Development,2013.0,$1 to $5 million (USD),Data Scientist,Remote,130000.0,140000.0,135000.0,Employer
PUTNAM RECRUITING GROUP,4.3,Human Resources & Staffing,Staffing & Subcontracting,,Unknown / Non-Applicable,Data Scientist,Remote,140000.0,180000.0,160000.0,Employer
Vibrant Emotional Health,2.5,Nonprofit & NGO,Civic & Social Services,,$5 to $25 million (USD),Research Data Scientist II,Remote,80000.0,92000.0,86000.0,Employer
LeanPath,4.2,Information Technology,Computer Hardware Development,2004.0,Unknown / Non-Applicable,Machine Learning Data Scientist,"Beaverton, OR",88000.0,134000.0,108985.0,Glassdoor
Brik Partners,5.0,,,,Unknown / Non-Applicable,Data Scientist,Remote,81000.0,177000.0,128933.0,Employer
Independent Software,3.6,Information Technology,Computer Hardware Development,,Unknown / Non-Applicable,"Data Scientist, All Levels","Fort Meade, MD",88000.0,133000.0,108270.0,Glassdoor
omega solutions inc,3.1,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Sr. Data Scientist,"Santa Ana, CA",73000.0,112000.0,90413.0,Glassdoor
American Airlines,3.7,Transportation & Logistics,"Airlines, Airports & Air Transportation",1926.0,$10+ billion (USD),"Data Scientist/Senior Data Scientist, Customer Analytics","Dallas, TX",96000.0,131000.0,111969.0,Glassdoor
Putnam,4.0,Financial Services,Investment & Asset Management,1937.0,$100 to $500 million (USD),Data Scientist I,"Boston, MA",97000.0,122000.0,108677.0,Glassdoor
Elder Research Inc,4.4,Management & Consulting,Business Consulting,1995.0,$5 to $25 million (USD),Data Scientist,"Arlington, VA",110000.0,145000.0,126313.0,Glassdoor
Astrana Health,2.9,,,,,Junior Data Scientist,Remote,100000.0,110000.0,105000.0,Employer
Simatree,5.0,Management & Consulting,Business Consulting,2018.0,$1 to $5 million (USD),Data Analyst,"Washington, DC",90000.0,130000.0,110000.0,Employer
Cognowiz solutions LLC,3.7,,,,,Data Scientist,"Herndon, VA",70000.0,90000.0,80000.0,Employer
American Bureau of Shipping (ABS),3.7,"Construction, Repair & Maintenance Services",Architectural & Engineering Services,1862.0,$1 to $5 billion (USD),Supply Chain Data Scientist,"Washington, DC",100000.0,130000.0,115000.0,Employer
"AIM Technical Group, LLC",3.8,,,,Unknown / Non-Applicable,Data Scientist,Remote,134400.0,153600.0,144000.0,Employer
Buchanan And Edwards Group,4.1,Information Technology,Information Technology Support Services,1998.0,$25 to $100 million (USD),Data Scientist - SME,"McLean, VA",88000.0,127000.0,105326.0,Glassdoor
Stanford University,4.3,Education,Colleges & Universities,1891.0,$10+ billion (USD),"Data Scientist, Stanford Law School","Stanford, CA",74000.0,97000.0,85500.0,Employer
Leadstack Inc,4.4,Human Resources & Staffing,HR Consulting,2016.0,Unknown / Non-Applicable,Data Analyst/Data Scientist,"San Francisco, CA",115200.0,124800.0,120000.0,Employer
WILLIAM C BROWN INC (WCBinc),3.9,Information Technology,Information Technology Support Services,,$1 to $5 million (USD),Data Scientist,"Springfield, VA",78000.0,122000.0,97269.0,Glassdoor
ServiceMaster,3.5,Management & Consulting,Building & Personnel Services,1929.0,$1 to $5 billion (USD),Data Scientist,"Sandy Springs, Fulton, GA",93000.0,124000.0,107540.0,Glassdoor
"Technuf, LLC",4.0,,,,Unknown / Non-Applicable,Data Scientist,"Rockville, MD",113000.0,143000.0,128000.0,Employer
Adobe,4.3,Information Technology,Computer Hardware Development,1982.0,$10+ billion (USD),Applied Scientist,"San Jose, CA",98000.0,196000.0,146700.0,Employer
AdAction Interactive LLC,3.6,Media & Communication,Advertising & Public Relations,2013.0,Unknown / Non-Applicable,Senior Data Analyst,"Chicago, IL",98000.0,108000.0,103000.0,Employer
Dezign Concepts LLC,3.0,Information Technology,Information Technology Support Services,2005.0,$1 to $5 million (USD),Data Scientist,"McLean, VA",165000.0,165000.0,165000.0,Employer
Copper River Family of Companies,4.2,Government & Public Administration,National Agencies,2006.0,$100 to $500 million (USD),Sr Data Scientist,"Washington, DC",108000.0,151000.0,127503.0,Glassdoor
Five9,4.2,Information Technology,Enterprise Software & Network Solutions,2001.0,$100 to $500 million (USD),"Data Scientist, AI & Automation","San Ramon, CA",107000.0,159000.0,130064.0,Glassdoor
Cisco Meraki,4.0,Information Technology,Enterprise Software & Network Solutions,2006.0,Unknown / Non-Applicable,Senior Data Scientist,"San Francisco, CA",123000.0,231000.0,177000.0,Employer
SET Solutions,4.6,Information Technology,Enterprise Software & Network Solutions,,$5 to $25 million (USD),Data Scientist,Remote,96000.0,134400.0,115200.0,Employer
Agiles Enterprise,3.4,,,,Less than $1 million (USD),Senior Data Scientist,"Charlotte, NC",103000.0,124000.0,113505.0,Employer
INflow Federal,4.9,Information Technology,Information Technology Support Services,2013.0,$5 to $25 million (USD),Jr Data Scientist,"Springfield, VA",140000.0,180000.0,160000.0,Employer
Yamaha Motor,4.1,Manufacturing,Transportation Equipment Manufacturing,1955.0,$10+ billion (USD),"Sr. Mgr, Data Science","Marietta, GA",76000.0,114000.0,92926.0,Glassdoor
Axle Informatics,3.6,Management & Consulting,Research & Development,2002.0,$100 to $500 million (USD),Data Scientist Trainee,"Rockville, MD",89000.0,127000.0,106164.0,Glassdoor
Jackson Lewis,3.9,Legal,Legal,1958.0,$100 to $500 million (USD),Data Scientist,"Houston, TX",80000.0,116000.0,96696.0,Glassdoor
"Knowesis, Inc.",4.5,Management & Consulting,Business Consulting,2007.0,$25 to $100 million (USD),Data Scientist I,"Hurlburt Fld, FL",66000.0,101000.0,81665.0,Glassdoor
Next Insurance,3.8,Insurance,Insurance Carriers,2016.0,Unknown / Non-Applicable,"Data Scientist, Revenue & Finance","Palo Alto, CA",139000.0,178000.0,157194.0,Glassdoor
Belay Technologies,4.7,Information Technology,Information Technology Support Services,2008.0,Unknown / Non-Applicable,Data Scientist,"Annapolis Junction, MD",102000.0,138000.0,118715.0,Glassdoor
Cyber Infotech,4.2,,,,Unknown / Non-Applicable,Data Scientist,"Dallas, TX",86000.0,120000.0,101597.0,Glassdoor
CFD Research Corporation,4.3,Management & Consulting,Research & Development,1986.0,$5 to $25 million (USD),Data Scientist,"Eglin AFB, FL",96000.0,132000.0,112735.0,Glassdoor
NumberOne AI,2.0,,,,,Sr. Data Scientist,"Newport Beach, CA",120000.0,120000.0,120000.0,Employer
Datawiz Corporation,4.0,Information Technology,Information Technology Support Services,1999.0,$1 to $5 million (USD),Data Scientist,Remote,120000.0,135000.0,127500.0,Employer
Pridevel Consulting,4.1,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Data Scientist AI /ML GEN AI,Remote,192000.0,230400.0,211200.0,Employer
Armstrong World Industries,4.0,Manufacturing,Machinery Manufacturing,1860.0,$1 to $5 billion (USD),Data Scientist Job,Remote,97000.0,146000.0,121320.0,Employer
Credit Karma,4.3,Management & Consulting,Research & Development,2007.0,Unknown / Non-Applicable,Staff Data Scientist,"Oakland, CA",166000.0,217000.0,189828.0,Glassdoor
The University of Pittsburgh,3.9,Education,Colleges & Universities,1787.0,Less than $1 million (USD),Data Scientist,"Pittsburgh, PA",66000.0,99000.0,81020.0,Glassdoor
Zivahh,4.0,,,,Unknown / Non-Applicable,Data Scientist,"Peoria, IL",76800.0,82560.0,79680.0,Employer
Combined Insurance,3.3,Insurance,Insurance Carriers,1922.0,$500 million to $1 billion (USD),Data Scientist,"Jersey City, NJ",115000.0,151000.0,132103.0,Glassdoor
Oak Street Health,3.7,Healthcare,Health Care Services & Hospitals,2012.0,Unknown / Non-Applicable,Data Scientist - Decision Science,"Chicago, IL",93000.0,131000.0,110585.0,Glassdoor
Airwallex,3.5,Information Technology,Internet & Web Services,2015.0,Unknown / Non-Applicable,Talent Acquisition Partner - Engineering & Data Science,"San Francisco, CA",120000.0,150000.0,135000.0,Employer
Soothsayer Analytics,2.9,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Junior Data Scientist,"Livonia, MI",78000.0,119000.0,96534.0,Glassdoor
Next Insurance,3.8,Insurance,Insurance Carriers,2016.0,Unknown / Non-Applicable,"Data Scientist, Analytics","Palo Alto, CA",136000.0,168000.0,151056.0,Glassdoor
Hewlett Packard,4.1,Information Technology,Computer Hardware Development,1939.0,Unknown / Non-Applicable,Data Scientist,"Spring, TX",84000.0,126000.0,102849.0,Glassdoor
"The Center For Organizational Excellence, Inc",3.8,Management & Consulting,Business Consulting,1984.0,$5 to $25 million (USD),Data Scientist,"Rockville, MD",89000.0,129000.0,107008.0,Glassdoor
Optimal Solutions Group,3.7,Information Technology,Software Development,2000.0,$5 to $25 million (USD),Data Scientist Jr.,"College Park, MD",89000.0,145000.0,113783.0,Glassdoor
TELLUS SOLUTIONS,4.0,Information Technology,Information Technology Support Services,2006.0,$5 to $25 million (USD),Data Scientist,"North Chicago, IL",119884.79999999999,119884.79999999999,119884.79999999999,Employer
Ironclad Technology Services,4.7,Information Technology,Enterprise Software & Network Solutions,2008.0,$25 to $100 million (USD),Data Scientist,"Arlington, VA",89000.0,121000.0,103589.0,Glassdoor
OneZero Solutions,5.0,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Data Scientist - USSOCOM,"Tampa, FL",91000.0,132000.0,109535.0,Glassdoor
Spero LLC,4.4,Human Resources & Staffing,Staffing & Subcontracting,2012.0,$5 to $25 million (USD),Project Engineer Data Manager Data Scientist,Remote,115200.0,134400.0,124800.0,Employer
"Aperia Technologies, Inc",3.7,Manufacturing,Consumer Product Manufacturing,2010.0,$5 to $25 million (USD),"Data Scientist, Remote","Hayward, CA",110000.0,132000.0,121000.0,Employer
Nativo,3.9,Information Technology,Internet & Web Services,2010.0,Unknown / Non-Applicable,Data Scientist,"Los Angeles, CA",130000.0,170000.0,150000.0,Employer
"Akina, Inc.",3.7,,,,Unknown / Non-Applicable,Data Scientist - 2,"Annapolis Junction, MD",165000.0,165000.0,165000.0,Employer
PDF Solutions,3.7,Information Technology,Enterprise Software & Network Solutions,1991.0,$100 to $500 million (USD),Data Scientist,"Santa Clara, CA",120000.0,160000.0,140000.0,Employer
ISSAC LLC,4.2,,,,Unknown / Non-Applicable,Data Scientist,"Huntsville, AL",100000.0,125000.0,112500.0,Employer
Hyperspace Ventures,4.0,Information Technology,Internet & Web Services,2017.0,Unknown / Non-Applicable,Data Scientist,"Durham, NC",93000.0,134000.0,111705.0,Glassdoor
Epic Games,4.1,Media & Communication,Video Game Publishing,1991.0,Unknown / Non-Applicable,Senior Data Scientist,"Cary, NC",130000.0,179000.0,152469.0,Glassdoor
Truist Bank,3.3,Financial Services,Banking & Lending,2019.0,$5 to $10 billion (USD),Strategic Workforce Planning Data Scientist,"Charlotte, NC",88000.0,122000.0,103550.0,Glassdoor
RVO Health,3.5,Healthcare,Hospitals & Health Clinics,2022.0,Unknown / Non-Applicable,"Data Scientist, Medicare","Charlotte, NC",94000.0,120000.0,107200.0,Employer
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),"Data Scientist, GBG Data Science","New York, NY",109000.0,171000.0,140000.0,Employer
Paperless Post,3.7,Information Technology,Internet & Web Services,2009.0,Unknown / Non-Applicable,Decisions Scientist,"New York, NY",110000.0,135000.0,122500.0,Employer
Fanatics,3.5,Information Technology,Internet & Web Services,1996.0,$1 to $5 billion (USD),Data Scientist II,"New York, NY",128000.0,252000.0,190000.0,Employer
ASA,4.6,Information Technology,Computer Hardware Development,1969.0,$5 to $25 million (USD),Data Scientist(Marketing),Remote,115200.0,124800.0,120000.0,Employer
Yext,4.1,Information Technology,Internet & Web Services,2006.0,$100 to $500 million (USD),Data Scientist,"New York, NY",110000.0,195000.0,152375.0,Employer
"Professional Solutions Delivered, LLC",4.6,Information Technology,Information Technology Support Services,2009.0,$25 to $100 million (USD),Senior Data Scientist,"Washington, DC",121000.0,161000.0,139568.0,Glassdoor
"Abile Group, Inc.",5.0,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Jr. Data Scientist,"Springfield, VA",81000.0,118000.0,97529.0,Glassdoor
Intellitrans,4.1,Information Technology,Enterprise Software & Network Solutions,1992.0,Unknown / Non-Applicable,Data Scientist,"Conway, AR",75000.0,113000.0,92424.0,Glassdoor
Veracity Software,4.2,Information Technology,Information Technology Support Services,2010.0,Unknown / Non-Applicable,Jr Data Scientist,"Iselin, NJ",76000.0,109000.0,91384.0,Glassdoor
Carhartt,4.0,Retail & Wholesale,Consumer Electronics & Appliances Stores,1889.0,Unknown / Non-Applicable,Sr. Data Scientist,"Dearborn, MI",98000.0,129000.0,112454.0,Glassdoor
Castellum Inc,4.2,,,,Unknown / Non-Applicable,"Senior Information Operations Data Scientist (AI, ML)","Arlington, VA",89000.0,135000.0,109582.0,Glassdoor
Western Digital,3.6,Information Technology,Computer Hardware Development,1970.0,$10+ billion (USD),"Data Scientist, PhD","Milpitas, CA",139000.0,172000.0,154642.0,Glassdoor
Wheels Up,3.3,Transportation & Logistics,"Airlines, Airports & Air Transportation",2013.0,$100 to $500 million (USD),Data Scientist,United States,170000.0,170000.0,170000.0,Employer
IntelliBridge LLC,4.0,Government & Public Administration,National Agencies,,Unknown / Non-Applicable,Lead Data Scientist,"McLean, VA",113000.0,154000.0,131751.0,Glassdoor
Rivago Infotech Inc.,3.7,,,,Unknown / Non-Applicable,Sr. Data Modeler/Data Analyst,Remote,124800.0,134400.0,129600.0,Employer
"The Metamorphosis Group, Inc.",5.0,,,,Less than $1 million (USD),Data Scientist,"McLean, VA",107000.0,147000.0,125279.0,Glassdoor
Burlington Stores,3.1,Retail & Wholesale,"Department, Clothing & Shoe Stores",1972.0,$5 to $10 billion (USD),Data Scientist I,"Edgewater Park, NJ",95000.0,125000.0,110000.0,Employer
T-Mobile,3.7,Telecommunications,Telecommunications Services,2001.0,$10+ billion (USD),Data Scientist - Cybersecurity,"Bellevue, WA",112000.0,152000.0,132000.0,Employer
"RADcube, LLC",4.0,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,Data Scientist,"Indianapolis, IN",88000.0,130000.0,106755.0,Glassdoor
Next Insurance,3.8,Insurance,Insurance Carriers,2016.0,Unknown / Non-Applicable,"Data Scientist, Growth","Palo Alto, CA",128000.0,175000.0,149823.0,Glassdoor
"Lockton, Inc.",4.1,Insurance,Insurance Agencies & Brokerages,1966.0,$1 to $5 billion (USD),Data Scientist,"Dallas, TX",107000.0,142000.0,123627.0,Glassdoor
Kellanova,3.8,Manufacturing,Food & Beverage Manufacturing,1906.0,$5 to $10 billion (USD),Data Scientist,"Battle Creek, MI",93000.0,130000.0,109639.0,Glassdoor
Afterpay,3.6,Information Technology,Internet & Web Services,2014.0,$5 to $10 billion (USD),Senior Data Scientist - Health,"San Francisco, CA",130000.0,182000.0,153564.0,Glassdoor
Integration Developer Network LLC,4.9,Information Technology,Information Technology Support Services,2011.0,$1 to $5 million (USD),Senior Data Scientist,United States,105600.0,115200.0,110400.0,Employer
Sidley Austin LLP,4.2,Legal,Legal,1866.0,$1 to $5 billion (USD),Data Scientist,"Chicago, IL",125000.0,174000.0,147171.0,Glassdoor
CrowdStrike,4.2,Information Technology,Enterprise Software & Network Solutions,2011.0,$500 million to $1 billion (USD),Data Scientist III (Remote),Remote,115000.0,175000.0,145000.0,Employer
Faire,4.4,Retail & Wholesale,Wholesale,2017.0,Unknown / Non-Applicable,Staff Data Scientist - Search,Remote,183000.0,251000.0,217000.0,Employer
Deloitte,4.0,Management & Consulting,Business Consulting,1850.0,$10+ billion (USD),Data Scientist -- Solution Specialist - Hybrid,"Dallas, TX",98000.0,131000.0,113366.0,Glassdoor
QVine Corporation,3.9,Information Technology,Computer Hardware Development,,$5 to $25 million (USD),Data Scientist,"Washington, DC",99000.0,143000.0,119132.0,Glassdoor
"Cydecor, Inc.",4.6,Management & Consulting,Business Consulting,2005.0,$25 to $100 million (USD),Data Scientist,"Arlington, VA",80000.0,132000.0,102778.0,Glassdoor
Sonatus,3.9,Information Technology,Computer Hardware Development,2018.0,Unknown / Non-Applicable,Data Scientist,"Sunnyvale, CA",135000.0,168000.0,150221.0,Glassdoor
Risk Strategies Consulting,3.0,,,,,"Data Scientist, HEOR",Remote,100000.0,125000.0,112500.0,Employer
CVS Health,3.1,Healthcare,Health Care Services & Hospitals,1963.0,$10+ billion (USD),Data Scientist - Cost & Operations Analytics,"Wellesley, MA",83000.0,175000.0,129008.0,Employer
Trusaic,4.1,Information Technology,Enterprise Software & Network Solutions,2014.0,Unknown / Non-Applicable,Data Scientist I,"Los Angeles, CA",70000.0,85000.0,77500.0,Employer
INTEL,4.1,Information Technology,Computer Hardware Development,1968.0,$10+ billion (USD),Information Security Data Scientist,"Phoenix, AZ",123000.0,185000.0,154271.0,Employer
Tria Federal (Tria),4.7,,,,Unknown / Non-Applicable,Data Scientist,"Reston, VA",114000.0,164000.0,136610.0,Glassdoor
Schneider Electric,4.3,"Energy, Mining & Utilities",Energy & Utilities,1836.0,$10+ billion (USD),Sr. Data Scientist,"Louisville, KY",97000.0,126000.0,110474.0,Glassdoor
Cnpc Usa Corporation,3.6,"Energy, Mining & Utilities",Energy & Utilities,,$1 to $5 billion (USD),Data Scientist,"Houston, TX",81000.0,121000.0,99291.0,Glassdoor
Peraton,3.6,Information Technology,Information Technology Support Services,2017.0,$5 to $10 billion (USD),Data Scientist,"Aberdeen Proving Ground, MD",86000.0,138000.0,112000.0,Employer
BlackLine,3.3,Information Technology,Software Development,2001.0,$500 million to $1 billion (USD),Data Scientist,United States,113000.0,174000.0,143350.0,Employer
"Anyar, Inc.",4.0,Healthcare,Health Care Services & Hospitals,,$1 to $5 million (USD),Data Scientist/Statistical Analyst,"Fort Walton Beach, FL",69000.0,107000.0,85517.0,Glassdoor
iFIT,3.2,Manufacturing,Consumer Product Manufacturing,1977.0,$1 to $5 billion (USD),"Data Scientist, Subscriptions","Park City, UT",86000.0,137000.0,108620.0,Glassdoor
